Age;Sexe;NationaliteCod;Club_Cod;Club_Nom;Dept_Cod;Dept_Nom;Region_Code;Region_Nom;Saison;Categorie;SousCategorie;Discipline
="15";="M";="FRA";="4126223";="V.S. ROMANAIS PEAGEOIS";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="Route"
="12";="M";="FRA";="4126223";="V.S. ROMANAIS PEAGEOIS";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="Route"
="20";="M";="FRA";="4126223";="V.S. ROMANAIS PEAGEOIS";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="Route"
="16";="M";="FRA";="4126223";="V.S. ROMANAIS PEAGEOIS";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="Route"
="36";="M";="FRA";="4126223";="V.S. ROMANAIS PEAGEOIS";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="Route"
="16";="F";="FRA";="4126223";="V.S. ROMANAIS PEAGEOIS";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="Route"
="18";="M";="FRA";="4126223";="V.S. ROMANAIS PEAGEOIS";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="2";="Route"
="17";="M";="FRA";="4126223";="V.S. ROMANAIS PEAGEOIS";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="Cyclo-Cross"
="23";="M";="FRA";="4126223";="V.S. ROMANAIS PEAGEOIS";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="2";="Route"
="17";="M";="FRA";="4126223";="V.S. ROMANAIS PEAGEOIS";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="Route"
="28";="F";="FRA";="4126223";="V.S. ROMANAIS PEAGEOIS";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="Route"
="28";="F";="FRA";="4126223";="V.S. ROMANAIS PEAGEOIS";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="Route"
="47";="M";="FRA";="4126223";="V.S. ROMANAIS PEAGEOIS";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="Route"
="76";="F";="FRA";="4126223";="V.S. ROMANAIS PEAGEOIS";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="52";="M";="FRA";="4126223";="V.S. ROMANAIS PEAGEOIS";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="2";="Route"
="59";="M";="FRA";="4126223";="V.S. ROMANAIS PEAGEOIS";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="Route"
="48";="M";="FRA";="4173062";="A.S.C. MACOT LA PLAGNE";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="Route"
="55";="M";="FRA";="4173062";="A.S.C. MACOT LA PLAGNE";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="58";="M";="FRA";="4173062";="A.S.C. MACOT LA PLAGNE";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="4";="Route"
="36";="F";="FRA";="4173062";="A.S.C. MACOT LA PLAGNE";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="Route"
="41";="M";="FRA";="4173062";="A.S.C. MACOT LA PLAGNE";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="45";="M";="FRA";="4173062";="A.S.C. MACOT LA PLAGNE";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="VTT - Cross country"
="52";="M";="FRA";="4173062";="A.S.C. MACOT LA PLAGNE";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="Route"
="52";="M";="FRA";="4173062";="A.S.C. MACOT LA PLAGNE";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="54";="M";="FRA";="4173062";="A.S.C. MACOT LA PLAGNE";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="Route"
="75";="M";="FRA";="4173062";="A.S.C. MACOT LA PLAGNE";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="18";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Descente"
="27";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="VTT - Enduro"
="66";="F";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Descente"
="57";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Descente"
="11";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="50";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Descente"
="56";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Descente"
="53";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Enduro"
="17";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Descente"
="10";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Descente"
="18";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Descente"
="10";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Descente"
="9";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Descente"
="14";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Descente"
="12";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Descente"
="64";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Descente"
="11";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Descente"
="13";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Descente"
="15";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Descente"
="10";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Descente"
="30";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="VTT - Descente"
="61";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Descente"
="11";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Descente"
="18";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Descente"
="13";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Descente"
="9";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="10";="M";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Descente"
="9";="F";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Descente"
="48";="F";="FRA";="4103123";="CHARMEIL VTT";="003";="CD ALLIER";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Descente"
="59";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="57";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="34";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="2";="VTT - Cross country"
="8";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Pass Accueil Jeune";="";="VTT - Cross country"
="39";="F";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="17";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="38";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="Route"
="9";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="53";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="65";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="54";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre Régional";="";="VTT - Cross country"
="61";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="14";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="17";="F";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="11";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="9";="F";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="9";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="13";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="13";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="14";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="8";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Cross country"
="7";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Cross country"
="45";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="VTT - Enduro"
="15";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Enduro"
="9";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="14";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="15";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="18";="F";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="VTT - Enduro"
="64";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="63";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="47";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="15";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="69";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="4";="Route"
="10";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Pass Accueil Jeune";="";="VTT - Cross country"
="68";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="49";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="VTT - Cross country"
="10";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="7";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Cross country"
="61";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="11";="F";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Pass Accueil Jeune";="";="VTT - Cross country"
="13";="F";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="16";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="7";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Cross country"
="35";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Gravel"
="8";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Cross country"
="35";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="2";="VTT - Enduro"
="61";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="19";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="37";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="70";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="10";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="11";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="64";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="12";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="66";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="69";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="11";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="57";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="4";="Route"
="71";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="45";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="VTT - Cross country"
="13";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="41";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="2";="Route"
="9";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="78";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="12";="F";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="18";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="10";="F";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Pass Accueil Jeune";="";="VTT - Cross country"
="12";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="41";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="VTT - Cross country"
="48";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="Route"
="46";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="VTT - Cross country"
="67";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="68";="F";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="43";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="VTT - Enduro"
="77";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="43";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="VTT - Cross country"
="42";="F";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre Régional";="";="VTT - Cross country"
="45";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="41";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="53";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="VTT - Cross country"
="30";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="VTT - Enduro"
="50";="F";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="33";="F";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="VTT - Cross country"
="29";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Enduro"
="64";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="64";="F";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="4";="VTT - Cross country"
="55";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="11";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="48";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="Route"
="56";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Gravel"
="49";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="43";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="2";="VTT - Enduro"
="65";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="4";="VTT - Cross country"
="75";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="68";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="VTT - Cross country"
="61";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="14";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="43";="F";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="49";="M";="POR";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="29";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="VTT - Cross country"
="13";="M";="FRA";="4126248";="CLUB CYCLISTE DE DIE";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
